id	aspect	direct	factual	opinion	comp	question	dataset
2262	1	1	1	0	1	who sold more records elvis or the beatles	g
2269	1	1	1	0	1	who won more el clasico real madrid or barcelona	g
2283	1	1	1	0	1	who won more matches barcelona vs real madrid	g
2296	1	1	1	0	1	why was immigration through angel island more difficult than immigration through ellis island	g
2298	1	0	1	0	1	Who is a defender with most goals in premier league 2016/17	g
2299	1	0	1	0	1	in what section of the country were most of the states with low populations of immigrants located	g
2306	1	0	1	0	1	in which country of east asia are earthquakes most frequent	g
2317	1	0	1	0	1	What are lebron james most field goal attempts in a game	g
2325	1	0	1	0	1	Who had the most assists in an nba game by a team	g
2377	0	0	1	0	1	What are the most points in one nba game single player	g
2430	1	0	0	0	1	when does it rain the most in scotland	g
2469	0	0	1	0	1	What are the most rushing yards in a game by a player	g
2473	1	0	1	0	1	What is the most up to date version of internet explorer	g
2501	1	0	1	0	1	What is the second most expensive car in the world	g
2510	1	0	0	0	1	to what humanist from florence is the development of renaissance individualism most closely linked	g
2521	1	0	1	0	1	What are the top 10 most popular name in the world	g
2565	1	0	1	0	1	what movie holds the record for most money made in an opening weekend	g
2596	1	0	1	0	1	what type of bond is most likely for two atoms with valences of 1 and 7	g
2606	0	0	0	1	1	what type of rock would most	g
2608	1	0	0	1	1	'what vincent van gogh''s most famous painting'	g
2619	1	0	0	1	1	'what would you consider the three most important facts about pakistan''s neighbors'	g
2635	1	0	1	0	1	'what''s the record for most points scored in nba game'	g
2668	1	0	1	0	1	where are most nitrogen compounds excreted from humans	g
2684	1	0	1	0	1	'where are most of the world''s earthquakes located'	g
2686	1	0	1	0	1	where do most immigrants come from to australia	g
2715	1	0	1	0	1	'where do most of kenya''s population live'	g
2723	1	0	1	0	1	where do most shark attacks happen in the united states	g
2728	1	0	1	0	1	where does most farming take place in china	g
2730	1	0	1	0	1	'where does most of canada''s electricity come from'	g
2738	1	0	1	0	1	where does most of the wood come from	g
2740	1	0	1	0	1	where does most seismic activity occur on earth	g
2770	0	0	1	0	1	'what''s the latest season of big bang theory'	g
2774	1	0	0	0	1	where is eureka college located and who is easily its most notable alumni	g
2785	1	0	1	0	1	'where is most of brazil''s population located'	g
2790	1	0	1	0	1	'where is most of canada''s hydroelectric power generated'	g
2803	1	0	1	0	1	where is most of the agriculture practiced on earth	g
2814	1	0	1	0	1	where were most british textile mills located in 1850	g
2820	1	0	0	1	1	where would a particle in the first excited state of an infinite well most likely be found	g
2833	1	0	1	0	1	which agar will grow most types of neisseria	g
2848	1	0	0	1	1	which group did most of the work on the latifundia	g
2849	1	0	1	0	1	which life stage of the honey bee is most commonly fed upon by the varroa mite	g
2874	1	0	1	0	1	which of the following pieces of legislation is most important to dsca	g
2897	1	0	0	1	1	which western export has been most welcomed throughout the modern world	g
2911	1	0	1	0	1	who are the parsis and where do most of them live today	g
2933	1	0	1	0	1	who has most number of goals in football	g
2947	1	0	1	0	1	who has scored most goals in international football	g
3002	1	0	1	0	1	who has sung most number of songs in india	g
3009	1	0	1	0	1	who has the record for most superbowl rings	g
3024	1	0	1	0	1	who holds the record for most christmas number 1s	g
3025	1	0	1	0	1	who holds the record for most consecutive wins in the nba	g
3056	1	0	1	0	1	who holds the record for most home runs in a single season	g
3065	1	0	1	0	1	who holds the record for most home runs in major league baseball	g
3074	1	0	1	0	1	who holds the record for most rushing yards in a game	g
3076	1	0	1	0	1	who is on the world most wanted list	g
3107	1	0	1	0	1	who scored most goals in a premier league season	g
3129	1	0	0	0	1	who was most adversely affected by the price revolution	g
3137	1	0	0	1	1	who was most responsible for the second part of cell theory (that cells come from previous cells)	g
3150	1	0	1	0	1	who wrote most of the songs for the beatles	g
3174	0	0	0	0	1	what was the first public school in america	g
3177	1	0	1	0	1	What is the nearest metro station to sarita vihar apollo hospital	g
3190	0	1	1	0	1	which is older jeopardy or wheel of fortune	g
3221	1	0	1	0	1	Who is oldest female tennis player to win a major	g
3230	0	0	1	0	1	who is oldest living baseball hall of famer	g
3248	1	0	1	0	1	which religion predominates in the countries of pakistan and bangladesh	g
3277	1	0	0	1	1	which modulation scheme is preferred for dsss process	g
3284	1	1	0	1	1	why is bronze preferred over copper metal for making statues	g
3320	1	0	1	0	1	where does the us rank in world healthcare	g
3338	1	0	0	0	1	who is the top us male figure skater competing for team usa	g
3353	0	0	1	0	1	who is ranked 1 in the big 12	g
3399	0	0	1	0	1	What is a record number of overtime periods in nhl playoffs	g
3415	0	0	1	0	1	what are the 10 richest states in america	g
3416	1	0	0	0	1	who served as chief minister of balochistan for shortest period	g
3432	0	1	1	0	1	how are the american declaration of independence and french declaration of the rights of man similar	g
3449	0	1	1	0	1	In what are the new york state constitution and the us constitution similar	g
3460	0	1	1	0	1	what are some similarities between judaism and hinduism	g
3480	0	0	1	0	1	what is the second strongest typhoon in the philippines	g
3493	0	0	1	0	1	what is the latest version of photoshop cs6	g
3495	0	0	1	0	1	what is the 2nd largest city in usa	g
3525	1	0	0	1	1	is jimmy anderson the best bowler in the world	g
3529	1	0	0	1	1	what is the best alternative energy source to replace fossil fuels	g
3541	1	0	1	0	1	what is the best selling ea sports game	g
3545	1	0	0	1	1	where do the best quality emeralds come from	g
3548	1	0	0	1	1	where does the best quality silk come from	g
3568	0	0	0	1	1	where is the best soil in the us	g
3581	0	0	0	1	1	which is the best description of the settlers in the early days of the virginia colony	g
3583	0	0	0	1	1	which is the best reason for not using the family car as a reference point	g
3606	1	0	0	1	1	which organization is the best known international intergovernmental organization of igo	g
3612	1	0	0	1	1	who has the best history in english football	g
3616	1	0	1	0	1	who has the best nba record this season	g
3617	1	0	1	0	1	who has the best record of the chasers	g
3623	1	0	1	0	1	who have the best record in the nba	g
3628	0	0	1	0	1	who is the best nba player of all time	g
3630	0	0	1	0	1	who was the best player in 2010 world cup	g
3638	1	0	1	0	1	what are the biggest sources of revenue for the federal government	g
3645	0	0	1	0	1	what is the biggest contribution of meralco in luzon	g
3648	0	0	1	0	1	what is the biggest john deere tractor in the world	g
3672	0	0	0	0	1	what are the different parts that make up blood	g
3689	0	0	1	0	1	what is the biggest super volcano on earth	g
3696	0	0	1	0	1	what was the biggest battle in the american revolution	g
3733	0	0	1	0	1	what was the biggest win in nba history	g
3735	0	0	1	0	1	'what''s the biggest stadium in the us'	g
3738	0	0	1	0	1	where is the biggest waterfall in the united states	g
3739	1	0	1	0	1	where was the biggest great white shark found	g
3772	1	0	1	0	1	which airport is the biggest in the united states	g
3784	0	0	1	0	1	which is the biggest state in the united states of america	g
3794	0	0	1	0	1	which is the biggest word in english dictionary	g
3810	1	0	1	0	1	who had the biggest thighs in the nfl	g
3818	1	0	1	0	1	who has the biggest brain in the world	g
3824	1	0	1	0	1	who has the biggest ship on deadliest catch	g
3844	0	0	1	0	1	what is the busiest hurricane season on record	g
3880	0	0	0	0	1	what is the central aim of the paris agreement	g
3886	0	0	1	0	1	what is the coldest temperature recorded in new york state	g
3919	0	0	1	0	1	where is the deepest part of lake geneva	g
3922	0	0	1	0	1	which is the deepest hole in the world	g
3927	0	1	1	0	1	what are the difference between a shared pair and an unshared pair of electrons	g
3978	0	1	1	0	1	What is the difference between a nova and an x-ray burst	g
3979	0	1	1	0	1	What is the difference between house of representatives and senate	g
3988	0	0	1	0	1	What is the difference in the college 3 point line in nba	g
3999	0	1	1	0	1	what is the difference between a bernese mountain dog and a swiss mountain dog	g
4017	0	1	1	0	1	what is the difference between a lawyer and an attorney in south africa	g
4022	0	1	0	1	1	what is the difference between a lie and an exaggeration	g
4026	0	1	1	0	1	what is the difference between a measurement and an observation	g
4037	0	1	1	0	1	what is the difference between a state senator and a united states senator	g
4051	0	1	1	0	1	what is the difference between a valley and a hollow	g
4052	0	1	1	0	1	what is the difference between air brakes and hydraulic brakes	g
4057	0	1	1	0	1	what is the difference between ampa receptors and nmda receptors	g
4065	0	1	1	0	1	what is the difference between an equivalency credit and a course challenge	g
4070	0	1	1	0	1	what is the difference between ansi lumens and lumens	g
4087	0	1	0	0	1	what is the difference between baptist church and christian church	g
4091	0	1	0	0	1	what is the difference between bn and bsc nursing	g
4093	0	1	1	0	1	what is the difference between c5 and c6 christmas lights	g
4127	0	1	1	0	1	what is the difference between canapes and hors d oeuvres	g
4139	0	1	1	0	1	what is the difference between cape and csec	g
4144	0	1	1	0	1	what is the difference between cardinal and intermediate directions	g
4157	0	1	1	0	1	what is the difference between department and directorate	g
4164	0	1	1	0	1	what is the difference between donald duck and daffy duck	g
4167	0	1	0	1	1	what is the difference between east and west coast rap	g
4168	0	1	1	0	1	what is the difference between jpmorgan and jpmorgan chase	g
4170	0	1	1	0	1	what is the difference between king and lord	g
4171	0	1	1	0	1	what is the difference between scene and act	g
4193	0	1	1	0	1	what is the difference between staff of asclepius and caduceus	g
4204	0	1	1	0	1	what is the difference between teller 1 2 and 3	g
4215	0	1	1	0	1	what is the difference between type 1 and type 2 seyfert galaxies	g
4218	0	1	1	0	1	what is the difference between yahweh and adonai	g
4223	0	1	1	0	1	what the difference between european cup and champions league	g
4232	0	1	1	0	1	'what''s the difference between a nucleotide and a nucleoside'	g
4251	0	1	1	0	1	'what''s the difference between a proclamation and a declaration'	g
4267	0	1	1	0	1	'what''s the difference between a specialist and a generalist'	g
4269	0	1	1	0	1	'what''s the difference between cbc and fbc'	g
4307	0	1	1	0	1	'what''s the difference between de jure and de facto'	g
4318	0	1	1	0	1	'what''s the difference between lord and sir'	g
4325	0	1	1	0	1	'what''s the difference between minecraft story mode and the complete adventure'	g
4352	0	1	1	0	1	'what''s the difference between pvz free and pvz'	g
4354	0	1	1	0	1	'what''s the difference between shazam and black adam'	g
4363	0	1	1	0	1	What’s the difference between texas holdem and poker	g
4372	0	0	1	0	1	what are the differences in windows 10 versions	g
4417	1	0	1	0	1	what are the different types of t cells and their functions	g
4418	0	0	1	0	1	what do the different pedals on a piano do	g
4421	0	0	1	0	1	what is the dominant climate type for san diego	g
4423	1	0	1	0	1	who won the espy for best nba player	g
4444	1	0	1	0	1	who holds the record for the farthest home run	g
4445	1	0	1	0	1	who has the faster internet in the world	g
4446	0	0	1	0	1	What is the fastest car in the world street legal	g
4458	0	0	1	0	1	which is the fastest running train on indian railways	g
4498	1	0	1	0	1	who has the fastest 40 yard dash time at the nfl combine	g
4515	1	0	1	0	1	who has the fastest serve in female tennis	g
4518	1	0	0	1	1	who has the fastest slapshot in the nhl	g
4526	1	0	1	0	1	who has the fastest time in the nfl combine	g
4544	1	0	1	0	1	who scored the fastest century in ipl 2008	g
4569	1	0	1	0	1	What is the first intelligence test to include a non-verbal scale as a measure of human intelligence	g
4595	1	0	1	0	1	in which country the first submarine was made	g
4632	1	0	1	0	1	what city is the first to celebrate new years	g
4643	0	0	1	0	1	what was the first theme park in disney world	g
4646	0	0	1	0	1	what were the first multi-cellular animals on earth	g
4661	1	0	1	0	1	which english comedian became the first moomba king in 1967	g
4662	0	0	1	0	1	which is the first hindi movie in india	g
4679	1	0	1	0	1	which us city created the first formal us police department	g
4681	0	0	1	0	1	who became the first high priest of israel	g
4683	0	0	1	0	1	who became the first spokesperson for non-violent protests	g
4714	0	0	1	0	1	who become the first president of the bharatiya janata party	g
4729	0	0	1	0	1	'who become the first woman head india''s external affairs ministry'	g
4747	1	0	1	0	1	who established the first trade settlement of the english in india	g
4751	1	0	1	0	1	who fired the first shot at fort sumter	g
4759	1	0	1	0	1	who fired the first shot in the civil war	g
4763	1	0	1	0	1	who invented the first radio and what year	g
4770	0	0	1	0	1	who is considered as the first film actress of sinhala cinema	g
4774	0	0	1	0	1	who is considered to be the first leftist historian of india	g
4776	0	0	1	0	1	who is considered to be the first pope of the christian church	g
4829	0	0	1	0	1	who is said to be the first modern archaeologist	g
4831	0	0	1	0	1	who is the first athlete getting arjun award	g
4848	0	0	1	0	1	who is the first lady prime minister of india and what has she done for your country	g
4855	1	0	1	0	1	who is the first listened to on spotify	g
4857	0	0	1	0	1	who is the first president of bharatiya janata party	g
4858	1	0	1	0	1	who is the first woman boxer to be honoured with the rajiv	g
4869	0	0	1	0	1	who is the first woman nominated members of the rajya sabha	g
4878	0	0	1	0	1	who landed on the moon for the first time	g
4885	1	0	1	0	1	who made the first 1911 semi automatic pistol	g
4907	1	0	1	0	1	who made the first tv in the world	g
4911	0	0	1	0	1	who was the first actor who played james bond	g
4915	0	0	1	0	1	who was the first african american elected to the united states senate	g
4923	1	0	1	0	1	'who was the first african american to play in baseball''s major leagues'	g
4943	0	0	0	0	1	who was the first african minister in kenya	g
4944	1	0	1	0	1	who was the first canadian to win an olympic gold medal while competing for canada	g
4946	0	0	0	0	1	who was the first caption of india cricket team	g
4955	1	0	1	0	1	who was the first child star signed to motown	g
4975	0	0	1	0	1	who was the first civilian governor of lagos state	g
4979	1	0	1	0	1	who was the first common man to be elected president of the united states	g
4985	1	0	8	8	1	who was the first documented person to be born on the continent of antarctica	g
4993	0	0	1	0	1	who was the first governor of california after statehood	g
4999	0	0	0	0	1	who was the first hero of the philippines	g
5005	0	0	1	0	1	who was the first home minister of india	g
5034	1	0	1	0	1	who was the first indian actress to receive the padma shri award	g
5078	1	0	0	0	1	who was the first indian film maker to be honoured with the magsaysay award	g
5110	0	0	1	0	1	who was the first inspector general of forests in india why was he appointed	g
5133	0	0	1	0	1	who was the first joseph in joseph and the technicolor dreamcoat	g
5150	1	0	1	0	1	who was the first living indian to feature of postage stamp of india	g
5173	1	0	1	0	1	who was the first man to travel in space	g
5174	0	0	1	0	1	who was the first man who climbed mount everest	g
5181	0	0	1	0	1	who was the first official president of the united states	g
5183	1	0	1	0	1	who was the first one to win american idol	g
5213	1	0	1	0	1	who was the first patient to have an islet cell transplant for diabetes	g
5230	0	0	1	0	1	who was the first person found not guilty by reason of insanity	g
5239	0	0	1	0	1	who was the first person rogue used her powers on	g
5268	0	0	1	0	1	who was the first person that played batman	g
5270	1	0	1	0	1	who was the first person to be baptized in the bible	g
5275	1	0	1	0	1	who was the first person to be inducted into the rock and roll hall of fame	g
5297	1	0	0	1	1	who was the first person to ever get arrested	g
5310	1	0	1	0	1	who was the first person to have raised the indian flag on foreign soil and where	g
5313	0	0	1	0	1	who was the first person who invented microscope	g
5317	1	0	1	0	1	who was the first player in bb history to return to the game after being evicted	g
5335	1	0	1	0	1	who was the first president to be awarded the nobel peace prize	g
5341	1	0	1	0	1	who was the first president to call his residence the white house	g
5364	0	0	1	0	1	who was the first serial killer in america	g
5380	1	0	1	0	1	who was the first to be known for using methods of nonviolent civil disobedience in protest	g
5396	0	0	1	0	1	who was the first woman elected to the accounting hall of fame	g
5406	0	0	0	0	1	who was the first woman elected to the us senate	g
5410	0	0	1	0	1	who were the first european settlers in the west	g
5413	1	0	1	0	1	who were the first to use poison gas in warfare	g
5426	1	0	1	0	1	who won the first battle of the civil war	g
5442	1	0	1	0	1	who won the first gold medal in commonwealth game 2018	g
5444	1	0	1	0	1	'who won the first men''s ncaa tournament'	g
5462	1	0	1	0	1	who won the first nobel prize for chemistry	g
5463	1	0	1	0	1	who won the first world cup and when	g
5470	1	0	1	0	1	who won the first world series of poker at binions	g
5472	1	0	1	0	1	who is the first and only indian to be appointed as governor general of india	g
5485	1	0	1	0	1	What are the four most recent movies directed by clint eastwood to have hit the big screen	g
5509	1	0	1	0	1	who has the fourth largest standing military on planet earth	g
5517	1	0	1	0	1	what land mammal holds the record for the greatest age	g
5518	0	0	0	1	1	what was probably the greatest factor in americas entrance into the war	g
5529	0	0	1	0	1	where does the greatest amount of cylinder wear occur	g
5545	0	0	0	0	1	who was known as the greatest writer of latin prose	g
5555	0	0	1	0	1	What is the highest classification category in the linnaean system	g
5574	1	0	1	0	1	what country has the highest gross domestic product	g
5609	1	0	0	0	1	who is the last player to go from highschool to the nba	g
5697	0	0	1	0	1	what is the highest elevation town in colorado	g
5713	0	0	1	0	1	what is the highest mountain in europe called	g
5724	0	0	1	0	1	what is the highest point in chester county pa	g
5730	0	0	1	0	1	what is the highest score in a soccer world cup final	g
5736	1	0	1	0	1	what is the highest security prison in the uk	g
5741	1	0	1	0	1	what is the highest seed to play in ncaa championship	g
5744	0	0	1	0	1	what is the name of the highest summit nilgiri hills	g
5746	1	0	1	0	1	where is the highest level of fluoride stored in the teeth	g
5767	1	0	1	0	1	which club is the highest champions league winner	g
5775	1	0	1	0	1	which us state has the highest sales tax	g
5789	1	0	1	0	1	who has sold the highest number of albums	g
5790	1	0	1	0	1	who has the highest fg percentage in the nba	g
5830	1	0	1	0	1	who has the highest sales tax in the united states	g
5837	1	0	1	0	1	who has the highest tides in the world	g
5841	1	0	1	0	1	who is currently the highest ranking military officer	g
5844	0	0	1	0	1	who is the highest goal scorer in the epl	g
5845	1	0	1	0	1	who is the highest paid athlete in the mlb	g
5853	1	0	1	0	1	who is the highest paid major league baseball player today	g
5879	1	0	1	0	1	who was the highest paid actor in 1971	g
5885	1	0	1	0	1	'who''s the highest-paid basketball player in the nba'	g
5911	0	0	1	0	1	what is the hottest place in death valley	g
5932	0	0	1	0	1	what is the hottest temperature ever recorded in michigan	g
5952	0	0	1	0	1	what is the hottest temperature ever recorded in new zealand	g
5977	1	0	1	0	1	where is the hottest summer in the world	g
6021	1	0	0	1	1	which is the instant messenger that is used for chatting	g
6024	1	0	1	0	1	is hong kong the largest city in the world	g
6044	0	0	1	0	1	What is the largest single component of the united states current account	g
6050	1	0	1	0	1	what country has the largest economy in africa	g
6062	1	0	1	0	1	what is the largest city by area in the world	g
6072	0	0	1	0	1	what is the largest national park in australia	g
6077	0	0	1	0	1	what is the largest of the seven sister states of northeast india	g
6088	0	0	1	0	1	what is the largest private company in the us	g
6089	1	0	1	0	1	where did the largest nuclear accident take place	g
6092	1	0	1	0	1	where do the largest concentrations of asian and pacific islanders live in the united states	g
6109	1	0	1	0	1	where is the largest groundhog day celebration held in the us	g
6125	0	0	1	0	1	which are the largest cities in the us	g
6126	1	0	1	0	1	which area of the body had the largest receptive field	g
6133	1	0	1	0	1	'which gases make up the largest percentage of earth''s atmosphere'	g
6135	0	0	1	0	1	which is the largest forest state in india	g
6144	0	0	1	0	1	which is the largest great lake in north america	g
6154	0	0	1	0	1	which is the largest zone of indian railway	g
6167	0	0	1	0	1	which of the three west african kingdoms was the largest	g
6169	1	0	1	0	1	which state has the largest number of seats in lok sabha	g
6172	1	0	1	0	1	who has the largest submarine fleet in the world	g
6194	0	0	1	0	1	who is the largest producer of mica in world	g
6219	0	0	0	0	1	what are the different types of sae in ffa	g
6239	1	0	1	0	1	what is the last state to be founded in america	g
6256	1	0	1	0	1	when was the last time australia had a hurricane	g
6273	1	0	1	0	1	who was the last governor in the united states to be impeached	g
6290	0	0	1	0	1	who was the last person on the moon	g
6342	1	0	1	0	1	who was the last person to be hanged in england	g
6350	0	0	1	0	1	who was the last person voted out of australian survivor	g
6377	1	0	1	0	1	who was the last prisoner to leave alcatraz	g
6386	0	0	1	0	1	who was the last surviving signer of the declaration of independence	g
6396	1	0	1	0	1	who was the last us president to be assassinated	g
6398	0	0	1	0	1	what is the latest release of internet explorer	g
6453	0	0	1	0	1	what is the latest version of visual basic .net	g
6481	1	0	1	0	1	which is the leading coffee producer state in india	g
6515	1	0	1	0	1	where is the least populated place in england	g
6549	1	0	1	0	1	which medium stores the least amount of information	g
6564	1	0	1	0	1	who had the least amount of solos in debut album up all night	g
6587	1	0	0	1	1	who has the least direct influence on the development of roman culture	g
6613	0	0	1	0	1	how long is the longest neuron in the human body and where is it located	g
6615	1	0	1	0	1	what is the longest running scripted primetime tv show	g
6621	0	0	1	0	1	what is the longest sniper shot in us history	g
6626	0	0	1	0	1	what is the longest town name in the united states	g
6636	1	0	1	0	1	where was the longest war between pandav and kaurav held	g
6637	0	0	1	0	1	which is the longest mountain range in india	g
6671	1	0	1	0	1	who has the longest touchdown pass in nfl history	g
6703	1	0	1	0	1	who is the longest running character on general hospital	g
6704	1	0	1	0	1	who is the longest serving doctor who companion	g
6721	1	0	1	0	1	who is the longest serving member of the house in history	g
6727	1	0	1	0	1	who is the longest serving mp in the uk	g
6731	1	0	1	0	1	who lasted the longest on alone season 2	g
6765	1	0	1	0	1	who served the longest term as president of the united states	g
6783	1	0	1	0	1	who was the longest ruling non-royal head of state post-1900	g
6812	1	0	1	0	1	who was the longest running prime minister of canada	g
6852	1	0	0	0	1	which legislature is the lower chamber to the senate	g
6871	1	0	1	0	1	what are the basic needs at the lowest level of maslow motivational hierarchy	g
6887	1	0	1	0	1	what city has the lowest elevation in colorado	g
6890	1	0	1	0	1	which province in canada has the lowest tax	g
6894	1	0	1	0	1	who is the lowest paid player in the nhl	g
6915	0	0	1	0	1	what is the main agricultural product of the golden triangle	g
6935	0	0	0	0	1	what was the main cause of the declaration of independence	g
6990	1	1	1	0	1	what is the main rule difference between paralympic luge versus olympic luge	g
6994	0	0	1	0	1	What was the major spacecraft launching centre in south america	g
7002	0	0	0	0	1	what is the major cause of french revolution	g
7010	1	0	0	1	1	who plays the major role in enforcing the federal fair housing act	g
7032	0	0	1	0	1	who were the major colonial powers involved in caribbean culture	g
7036	1	0	1	0	1	during which step of cellular respiration is the majority of atp formed	g
7052	0	0	1	0	1	which party is the majority party in the senate in nigeria	g
7059	1	0	1	0	1	what is the maximum temperature can be measured using platinum tungsten thermometer	g
7067	1	0	1	0	1	which indian state has the maximum number of lok sabha constituency	g
7078	0	0	0	0	1	what is the meaning of fiction and non fiction	g
7088	1	0	1	0	1	after hindi which is the most spoken language in india	g
7109	0	1	1	0	1	What would be the most obvious difference between the human brain and the brain of a fish	g
