sentence_id	words	labels
13	largest	PRED
13	brain	ASP
13	octopus	OBJ
14	what	O
14	s	O
14	the	O
14	difference	PRED
14	between	O
14	fimo	OBJ
14	clay	OBJ
14	and	O
14	polymer	OBJ
14	clay	OBJ
15	apprenticeship	OBJ
15	vs	O
15	imitation	OBJ
15	learning	OBJ
15	what	O
15	is	O
15	the	O
15	difference	PRED
16	is	O
16	it	O
16	better	PRED
16	to	O
16	load	OBJ
16	up	OBJ
16	a	OBJ
16	class	OBJ
16	with	OBJ
16	methods	OBJ
16	or	O
16	extend	OBJ
16	member	OBJ
16	functionality	OBJ
16	in	OBJ
16	a	OBJ
16	local	OBJ
16	subclass	OBJ
17	how	O
17	much	O
17	urjit	OBJ
17	patel	OBJ
17	suits	ASP
17	to	ASP
17	rbi	ASP
17	as	O
17	a	O
17	governor	O
17	compare	PRED
17	with	O
17	raghuram	OBJ
17	rajan	OBJ
17	sir	O
18	which	O
18	place	O
18	is	O
18	best	PRED
18	to	O
18	work	ASP
18	mumbai	OBJ
18	or	O
18	delhi	OBJ
19	what	O
19	is	O
19	the	O
19	difference	PRED
19	between	O
19	air	OBJ
19	brakes	OBJ
19	and	O
19	hydraulic	OBJ
19	brakes	OBJ
20	what	O
20	is	O
20	gate	OBJ
20	how	O
20	difficult	ASP
20	is	O
20	it	OBJ
20	compared	PRED
20	to	PRED
20	jee	OBJ
21	what	O
21	is	O
21	the	O
21	basic	PRED
21	difference	PRED
21	between	O
21	inductor	OBJ
21	and	O
21	coil	OBJ
22	what	O
22	is	O
22	the	O
22	difference	PRED
22	between	O
22	private	OBJ
22	equity	OBJ
22	fund	OBJ
22	and	O
22	venture	OBJ
22	capital	OBJ
22	fund	OBJ
22	exempt	OBJ
22	reporting	OBJ
22	adviser	OBJ
23	talks	OBJ
23	vs	O
23	poster	OBJ
23	presentations	OBJ
23	which	O
23	is	O
23	better	PRED
23	for	O
23	advertising	ASP
23	your	ASP
23	research	ASP
23	and	ASP
23	building	ASP
23	research	ASP
23	networks	ASP
24	how	O
24	cold	O
24	can	O
24	the	O
24	gobi	OBJ
24	desert	OBJ
24	get	O
24	and	O
24	how	O
24	do	O
24	its	O
24	average	ASP
24	temperatures	ASP
24	compare	PRED
24	to	O
24	the	O
24	ones	O
24	in	O
24	the	O
24	great	OBJ
24	victoria	OBJ
24	desert	OBJ
25	what	O
25	is	O
25	a	O
25	major	O
25	difference	PRED
25	between	O
25	eukaryotic	OBJ
25	dna	OBJ
25	replication	OBJ
25	and	O
25	prokaryotic	OBJ
25	dna	OBJ
25	replication	OBJ
26	was	O
26	wonder	OBJ
26	woman	OBJ
26	the	O
26	first	PRED
26	woman	OBJ
26	superhero	OBJ
27	how	O
27	is	O
27	a	O
27	tf	OBJ
27	card	OBJ
27	different	PRED
27	from	O
27	an	O
27	sd	OBJ
27	card	OBJ
28	what	O
28	is	O
28	ontario	OBJ
28	s	OBJ
28	motto	OBJ
28	and	OBJ
28	its	OBJ
28	significance	OBJ
28	how	O
28	does	O
28	it	O
28	compare	PRED
28	to	O
28	arizona	OBJ
28	s	OBJ
29	how	O
29	good	O
29	are	O
29	the	O
29	best	OBJ
29	neuroscience	OBJ
29	programs	OBJ
29	in	OBJ
29	india	OBJ
29	are	O
29	they	O
29	comparable	PRED
29	with	O
29	worldwide	OBJ
29	top	OBJ
29	universities	OBJ
30	what	O
30	is	O
30	the	O
30	difference	PRED
30	between	O
30	proc	OBJ
30	means	OBJ
30	and	O
30	summary	OBJ
31	what	O
31	made	O
31	facebook	OBJ
31	wildly	O
31	more	PRED
31	successful	ASP
31	than	O
31	other	OBJ
31	social	OBJ
31	networking	OBJ
31	sites	OBJ
31	like	OBJ
31	orkut	OBJ
31	and	OBJ
31	myspace	OBJ
32	who	O
32	is	O
32	the	O
32	best	PRED
32	actress	OBJ
32	to	O
32	play	O
32	the	O
32	role	O
32	of	O
32	sati	O
32	anandmayi	O
32	and	O
32	best	O
32	actor	OBJ
32	to	O
32	act	O
32	as	O
32	shiva	O
32	in	O
32	the	O
32	cinematization	O
32	of	O
32	immortals	O
32	of	O
32	meluha	O
33	should	O
33	i	O
33	join	O
33	tcs	OBJ
33	or	O
33	qainfotech	OBJ
34	what	O
34	is	O
34	the	O
34	difference	PRED
34	between	O
34	service	OBJ
34	and	O
34	bill	OBJ
34	rendered	OBJ
35	is	O
35	the	O
35	softmax	OBJ
35	loss	OBJ
35	the	O
35	same	PRED
35	as	PRED
35	the	O
35	cross	OBJ
35	entropy	OBJ
35	loss	OBJ
36	in	O
36	what	O
36	aspects	O
36	is	O
36	kolkata	OBJ
36	calcutta	OBJ
36	a	O
36	better	PRED
36	city	O
36	than	O
36	ahmedabad	OBJ
37	which	O
37	book	O
37	is	O
37	first	PRED
37	the	O
37	davinci	OBJ
37	code	OBJ
37	or	O
37	angels	OBJ
37	and	OBJ
37	demons	OBJ
38	what	O
38	is	O
38	the	O
38	difference	PRED
38	between	O
38	alcohol	OBJ
38	and	O
38	hydrogen	OBJ
38	peroxide	OBJ
39	which	O
39	is	O
39	better	PRED
39	haskell	OBJ
39	and	OBJ
39	lisp	OBJ
39	vs	O
39	haskell	OBJ
39	or	OBJ
39	lisp	OBJ
40	is	O
40	it	O
40	cheaper	PRED
40	and	O
40	or	O
40	easier	PRED
40	to	O
40	buy	OBJ
40	a	OBJ
40	cheap	OBJ
40	tent	OBJ
40	and	OBJ
40	sleeping	OBJ
40	bag	OBJ
40	in	OBJ
40	turkey	OBJ
40	or	O
40	bulgaria	OBJ
41	how	O
41	do	O
41	the	O
41	tourist	OBJ
41	attractions	OBJ
41	on	OBJ
41	the	OBJ
41	scandinavian	OBJ
41	highlands	OBJ
41	compare	PRED
41	to	O
41	attractions	OBJ
41	in	OBJ
41	luxembourg	OBJ
42	is	O
42	there	O
42	a	O
42	difference	PRED
42	between	O
42	classical	OBJ
42	singing	OBJ
42	and	O
42	opera	OBJ
43	what	O
43	is	O
43	the	O
43	difference	PRED
43	between	O
43	a	O
43	design	OBJ
43	exception	OBJ
43	and	O
43	a	O
43	design	OBJ
43	variance	OBJ
43	fdot	OBJ
44	what	O
44	are	O
44	the	O
44	different	PRED
44	between	O
44	chinese	OBJ
44	and	O
44	western	OBJ
44	diet	OBJ
44	culture	OBJ
45	which	O
45	bike	O
45	is	O
45	preferred	PRED
45	in	O
45	bangalore	O
45	fz	OBJ
45	v	OBJ
45	2	OBJ
45	or	O
45	pulsar	OBJ
45	200ns	OBJ
46	how	O
46	do	O
46	nude	OBJ
46	beaches	OBJ
46	in	OBJ
46	punta	OBJ
46	cana	OBJ
46	compare	PRED
46	to	O
46	other	OBJ
46	nude	OBJ
46	beaches	OBJ
46	in	O
46	barbados	O
47	what	O
47	is	O
47	the	O
47	difference	PRED
47	between	O
47	brandy	OBJ
47	and	O
47	whiskey	OBJ
48	what	O
48	is	O
48	the	O
48	difference	PRED
48	between	O
48	sleep	OBJ
48	and	O
48	meditation	OBJ
48	which	O
48	is	O
48	better	PRED
49	what	O
49	are	O
49	similarites	PRED
49	between	O
49	the	O
49	french	OBJ
49	revolution	OBJ
49	and	O
49	the	O
49	american	OBJ
49	revolutuion	OBJ
50	are	O
50	anglican	OBJ
50	and	O
50	church	OBJ
50	of	OBJ
50	england	OBJ
50	the	O
50	same	PRED
51	should	O
51	i	O
51	have	O
51	my	O
51	funko	OBJ
51	pop	OBJ
51	toy	OBJ
51	signed	OBJ
51	or	O
51	just	OBJ
51	have	OBJ
51	the	OBJ
51	box	OBJ
51	signed	OBJ
52	why	O
52	was	O
52	immigration	OBJ
52	through	OBJ
52	angel	OBJ
52	island	OBJ
52	more	PRED
52	difficult	ASP
52	than	O
52	immigration	OBJ
52	through	OBJ
52	ellis	OBJ
52	island	OBJ
53	is	O
53	it	O
53	a	O
53	better	PRED
53	idea	O
53	to	O
53	buy	OBJ
53	oneplus3	OBJ
53	or	O
53	i	O
53	should	O
53	go	OBJ
53	for	OBJ
53	an	OBJ
53	short	OBJ
53	term	OBJ
53	phone	OBJ
53	which	OBJ
53	works	OBJ
53	for	OBJ
53	1	OBJ
53	2	OBJ
53	years	OBJ
54	what	O
54	are	O
54	the	O
54	most	PRED
54	common	ASP
54	traffic	OBJ
54	convictions	OBJ
54	in	OBJ
54	arkansas	OBJ
54	and	O
54	how	O
54	does	O
54	the	O
54	severity	O
54	of	O
54	the	O
54	convictions	O
54	differ	PRED
54	in	OBJ
54	colorado	OBJ
55	what	O
55	is	O
55	the	O
55	longest	OBJ
55	roller	OBJ
55	coaster	OBJ
55	in	OBJ
55	the	OBJ
55	united	OBJ
55	kingdom	OBJ
55	and	O
55	how	O
55	does	O
55	it	O
55	compare	PRED
55	to	O
55	the	O
55	longest	OBJ
55	roller	OBJ
55	coaster	OBJ
55	in	OBJ
55	singapore	OBJ
56	when	O
56	is	O
56	the	O
56	random	OBJ
56	forest	OBJ
56	better	PRED
56	than	O
56	decision	OBJ
56	tree	OBJ
57	what	O
57	were	O
57	the	O
57	major	OBJ
57	effects	OBJ
57	of	OBJ
57	the	OBJ
57	cambodia	OBJ
57	earthquake	OBJ
57	and	O
57	how	O
57	do	O
57	these	O
57	effects	O
57	compare	PRED
57	to	O
57	the	O
57	peru	OBJ
57	earthquake	OBJ
57	in	OBJ
57	1687	OBJ
58	what	O
58	brand	O
58	is	O
58	better	PRED
58	tampax	OBJ
58	or	O
58	playtex	OBJ
59	what	O
59	s	O
59	the	O
59	difference	PRED
59	between	O
59	a	O
59	nucleotide	OBJ
59	and	O
59	a	O
59	nucleoside	OBJ
60	why	O
60	boy	OBJ
60	like	ASP
60	aunties	ASP
60	more	PRED
60	than	O
60	girls	OBJ
61	which	O
61	one	O
61	is	O
61	correct	PRED
61	it	OBJ
61	s	OBJ
61	no	OBJ
61	big	OBJ
61	deal	OBJ
61	it	OBJ
61	s	OBJ
61	not	OBJ
61	a	OBJ
61	big	OBJ
61	deal	OBJ
61	or	O
61	it	OBJ
61	s	OBJ
61	not	OBJ
61	big	OBJ
61	deal	OBJ
61	or	O
61	are	O
61	they	O
61	all	O
61	correct	O
62	are	O
62	european	OBJ
62	white	OBJ
62	truffles	OBJ
62	significantly	O
62	superior	PRED
62	in	O
62	flavour	ASP
62	to	O
62	those	OBJ
62	from	OBJ
62	north	OBJ
62	america	OBJ
63	what	O
63	is	O
63	the	O
63	difference	PRED
63	pimenton	OBJ
63	ahumado	OBJ
63	vs	O
63	pimenton	OBJ
63	de	OBJ
63	la	OBJ
63	vera	OBJ
64	is	O
64	north	OBJ
64	korea	OBJ
64	and	O
64	south	OBJ
64	korean	OBJ
64	language	OBJ
64	the	O
64	same	PRED
65	how	O
65	different	PRED
65	would	O
65	the	O
65	facebook	OBJ
65	and	OBJ
65	twitter	OBJ
65	news	OBJ
65	feeds	OBJ
65	of	OBJ
65	indian	OBJ
65	politicians	OBJ
65	look	O
65	like	O
65	in	PRED
65	comparison	PRED
65	to	PRED
65	what	OBJ
65	an	OBJ
65	average	OBJ
65	indian	OBJ
65	sees	OBJ
66	is	O
66	a	O
66	pony	OBJ
66	a	O
66	baby	OBJ
66	horse	OBJ
67	what	O
67	is	O
67	the	O
67	difference	PRED
67	between	O
67	blood	OBJ
67	clot	OBJ
67	and	O
67	muscle	OBJ
67	pain	OBJ
68	are	O
68	pumas	OBJ
68	cougars	OBJ
68	and	O
68	mountain	OBJ
68	lions	OBJ
68	the	O
68	same	PRED
68	animal	O
69	how	O
69	do	O
69	short	OBJ
69	and	O
69	open	OBJ
69	circuits	OBJ
69	compare	PRED
69	and	PRED
69	contrast	PRED
70	which	O
70	is	O
70	better	PRED
70	chef	OBJ
70	s	OBJ
70	knife	OBJ
70	for	O
70	cutting	ASP
70	chicken	ASP
70	or	O
70	butcher	OBJ
70	s	OBJ
71	who	O
71	sold	ASP
71	the	O
71	most	PRED
71	records	ASP
71	elvis	OBJ
71	or	O
71	the	O
71	beatles	OBJ
72	what	O
72	is	O
72	it	O
72	like	O
72	flying	O
72	from	O
72	bangkok	OBJ
72	to	O
72	manila	OBJ
72	and	O
72	how	O
72	are	O
72	these	OBJ
72	touristic	OBJ
72	cities	OBJ
72	compared	PRED
72	to	PRED
72	tokyo	OBJ
73	is	O
73	it	O
73	better	PRED
73	for	O
73	a	O
73	mathematical	ASP
73	paper	ASP
73	to	O
73	have	OBJ
73	a	OBJ
73	citation	OBJ
73	or	O
73	a	O
73	nice	OBJ
73	theorem	OBJ
73	another	OBJ
73	coauthor	OBJ
74	what	O
74	are	O
74	some	OBJ
74	common	OBJ
74	examples	OBJ
74	of	OBJ
74	non	OBJ
74	vascular	OBJ
74	plants	OBJ
74	and	O
74	how	O
74	do	O
74	they	O
74	compare	PRED
74	and	PRED
74	contrast	PRED
74	to	O
74	vascular	O
74	plants	O
75	which	O
75	is	O
75	better	PRED
75	adobe	OBJ
75	acrobat	OBJ
75	pro	OBJ
75	dc	OBJ
75	vs	O
75	adobe	O
75	acrobat	O
75	pro	O
76	is	O
76	there	O
76	a	O
76	difference	PRED
76	between	O
76	anxiety	OBJ
76	attacks	OBJ
76	and	O
76	panic	OBJ
76	attacks	OBJ
77	which	O
77	is	O
77	better	PRED
77	bollywood	OBJ
77	or	O
77	kollywood	OBJ
78	what	O
78	s	O
78	the	O
78	difference	PRED
78	between	O
78	wifi	OBJ
78	and	O
78	bluetooth	OBJ
79	what	O
79	is	O
79	america	OBJ
79	s	OBJ
79	incarceration	OBJ
79	rate	OBJ
79	compared	PRED
79	to	PRED
79	other	OBJ
79	countries	OBJ
80	what	O
80	is	O
80	the	O
80	difference	PRED
80	between	O
80	a	O
80	thought	OBJ
80	feeling	OBJ
80	emotion	OBJ
80	mood	OBJ
80	and	O
80	attitude	OBJ
81	what	O
81	is	O
81	the	O
81	difference	PRED
81	between	O
81	type	OBJ
81	1	OBJ
81	and	O
81	type	OBJ
81	2	OBJ
81	seyfert	OBJ
81	galaxies	OBJ
82	what	O
82	is	O
82	the	O
82	difference	PRED
82	between	O
82	top	OBJ
82	of	OBJ
82	the	OBJ
82	lake	OBJ
82	and	O
82	china	OBJ
82	girl	OBJ
83	are	O
83	political	OBJ
83	parties	OBJ
83	in	OBJ
83	the	OBJ
83	u	OBJ
83	s	OBJ
83	just	O
83	like	PRED
83	china	OBJ
83	s	OBJ
83	one	OBJ
83	party	OBJ
84	what	O
84	is	O
84	it	O
84	like	O
84	flying	O
84	from	O
84	bangkok	OBJ
84	to	OBJ
84	manila	OBJ
84	and	O
84	how	O
84	are	O
84	these	O
84	touristic	O
84	cities	O
84	compared	PRED
84	to	PRED
84	xi	OBJ
84	an	OBJ
85	what	O
85	is	O
85	the	O
85	difference	PRED
85	between	O
85	mince	OBJ
85	and	O
85	dice	OBJ
86	what	O
86	is	O
86	the	O
86	difference	PRED
86	between	O
86	zamindari	OBJ
86	ryotwari	OBJ
86	and	O
86	mahalwari	OBJ
86	system	OBJ
87	what	O
87	is	O
87	the	O
87	similarity	PRED
87	between	O
87	digestion	OBJ
87	and	O
87	decomposition	OBJ
88	what	O
88	is	O
88	the	O
88	difference	PRED
88	between	O
88	socialism	OBJ
88	and	O
88	communism	OBJ
89	when	O
89	do	O
89	we	O
89	use	O
89	who	OBJ
89	or	O
89	whom	OBJ
90	what	O
90	is	O
90	the	O
90	difference	PRED
90	between	O
90	a	O
90	scripting	OBJ
90	language	OBJ
90	and	O
90	a	O
90	normal	OBJ
90	programming	OBJ
90	language	OBJ
91	why	O
91	is	O
91	bronze	OBJ
91	preferred	PRED
91	over	O
91	copper	OBJ
91	metal	OBJ
91	for	O
91	making	ASP
91	statues	ASP
92	what	O
92	is	O
92	the	O
92	difference	PRED
92	between	O
92	make	OBJ
92	in	OBJ
92	india	OBJ
92	and	O
92	make	OBJ
92	america	OBJ
92	great	OBJ
92	again	OBJ
93	how	O
93	is	O
93	the	O
93	average	OBJ
93	case	OBJ
93	running	OBJ
93	time	OBJ
93	of	O
93	the	O
93	quick	O
93	sort	O
93	algorithm	O
93	closer	PRED
93	to	O
93	the	O
93	best	OBJ
93	case	OBJ
93	o	OBJ
93	n	OBJ
93	log	OBJ
93	n	OBJ
93	than	O
93	the	O
93	worst	OBJ
93	case	OBJ
93	o	OBJ
93	n	OBJ
93	2	OBJ
94	what	O
94	is	O
94	the	O
94	difference	PRED
94	between	O
94	isolator	OBJ
94	and	O
94	circuit	OBJ
94	breaker	OBJ
95	how	O
95	do	O
95	the	O
95	gut	OBJ
95	microbiomes	OBJ
95	of	OBJ
95	herbivore	OBJ
95	animals	OBJ
95	compare	PRED
95	with	O
95	those	OBJ
95	of	OBJ
95	carnivore	OBJ
95	animals	OBJ
96	what	O
96	is	O
96	the	O
96	difference	PRED
96	between	O
96	a	O
96	blue	OBJ
96	whale	OBJ
96	and	O
96	a	O
96	whale	OBJ
96	shark	OBJ
97	what	O
97	is	O
97	the	O
97	difference	PRED
97	between	O
97	a	O
97	conceptual	OBJ
97	erd	OBJ
97	and	O
97	a	O
97	logical	OBJ
97	erd	OBJ
98	is	O
98	rain	OBJ
98	water	OBJ
98	better	PRED
98	than	O
98	tap	OBJ
98	water	OBJ
98	for	O
98	plants	ASP
99	how	O
99	is	O
99	intellij	OBJ
99	better	PRED
99	than	O
99	eclipse	OBJ
100	what	O
100	is	O
100	the	O
100	largest	PRED
100	city	OBJ
100	or	O
100	town	OBJ
100	in	O
100	the	O
100	rocky	O
100	mountain	O
101	what	O
101	is	O
101	the	O
101	difference	PRED
101	between	O
101	hiatal	OBJ
101	hernia	OBJ
101	and	O
101	sliding	OBJ
101	hiatal	OBJ
101	hernia	OBJ
102	can	O
102	cows	OBJ
102	be	O
102	better	PRED
102	pets	ASP
102	than	O
102	dogs	OBJ
102	and	OBJ
102	cats	OBJ
103	what	O
103	is	O
103	the	O
103	difference	PRED
103	between	O
103	a	O
103	product	OBJ
103	manager	OBJ
103	and	O
103	a	O
103	segment	OBJ
103	manager	OBJ
104	who	O
104	s	O
104	worse	PRED
104	donald	OBJ
104	trump	OBJ
104	or	O
104	hillary	OBJ
104	clinton	OBJ
105	what	O
105	is	O
105	the	O
105	sahara	OBJ
105	and	O
105	how	O
105	do	O
105	the	O
105	average	ASP
105	temperatures	ASP
105	there	O
105	compare	PRED
105	to	O
105	the	O
105	ones	O
105	in	O
105	the	O
105	registan	OBJ
105	desert	OBJ
106	what	O
106	are	O
106	the	O
106	differences	PRED
106	multicellular	OBJ
106	and	O
106	unicellular	OBJ
106	cells	OBJ
107	what	O
107	is	O
107	the	O
107	difference	PRED
107	between	O
107	an	O
107	equivalency	OBJ
107	credit	OBJ
107	and	O
107	a	O
107	course	OBJ
107	challenge	OBJ
108	what	O
108	is	O
108	the	O
108	difference	PRED
108	between	O
108	sleep	OBJ
108	and	O
108	hibernate	OBJ
109	what	O
109	s	O
109	the	O
109	difference	PRED
109	between	O
109	1080i	OBJ
109	and	O
109	1080p	OBJ
110	what	O
110	is	O
110	the	O
110	difference	PRED
110	between	O
110	an	O
110	array	OBJ
110	and	O
110	a	O
110	hash	OBJ
110	table	OBJ
110	in	OBJ
110	a	OBJ
110	programming	OBJ
110	language	OBJ
111	what	O
111	s	O
111	the	O
111	difference	PRED
111	between	O
111	social	OBJ
111	psychology	OBJ
111	and	O
111	clinical	OBJ
111	psychology	OBJ
112	why	O
112	is	O
112	cardiac	OBJ
112	muscle	OBJ
112	different	PRED
112	from	O
112	smooth	OBJ
112	and	O
112	skeletal	OBJ
112	muscle	OBJ
113	what	O
113	is	O
113	the	O
113	difference	PRED
113	between	O
113	regular	OBJ
113	oil	OBJ
113	and	O
113	spray	OBJ
114	what	O
114	are	O
114	the	O
114	difference	PRED
114	between	O
114	physical	OBJ
114	and	O
114	chemical	OBJ
114	changes	OBJ
114	how	O
114	can	O
114	each	O
114	be	O
114	identified	O
115	where	O
115	is	O
115	the	O
115	baraka	OBJ
115	river	OBJ
115	located	O
115	and	O
115	how	O
115	does	O
115	it	O
115	compare	PRED
115	to	O
115	the	O
115	parana	OBJ
115	river	OBJ
116	how	O
116	hard	O
116	is	O
116	it	O
116	to	O
116	learn	OBJ
116	russian	OBJ
116	compared	PRED
116	to	PRED
116	japanese	OBJ
117	why	O
117	is	O
117	ios	OBJ
117	more	PRED
117	optimized	ASP
117	than	O
117	android	OBJ
118	who	O
118	will	O
118	win	PRED
118	hillary	OBJ
118	clinton	OBJ
118	or	O
118	donald	OBJ
118	trump	OBJ
119	which	O
119	dept	O
119	should	O
119	i	O
119	take	O
119	as	O
119	a	O
119	production	O
119	engg	O
119	in	O
119	textile	O
119	industry	O
119	for	O
119	work	O
119	avail	O
119	dept	O
119	are	O
119	extrusion	OBJ
119	raw	OBJ
119	net	OBJ
119	knotless	OBJ
119	net	OBJ
119	assembly	OBJ
119	ppc	OBJ
120	should	O
120	i	O
120	use	O
120	squarespace	OBJ
120	or	O
120	wordpress	OBJ
121	should	O
121	i	O
121	use	O
121	vfat	OBJ
121	or	O
121	ext3	OBJ
121	for	O
121	a	O
121	1tb	ASP
121	external	ASP
121	usb	ASP
121	hard	ASP
121	drive	ASP
122	which	O
122	is	O
122	the	O
122	best	PRED
122	internet	OBJ
122	connection	OBJ
122	wired	OBJ
122	or	O
122	wireless	OBJ
122	and	O
122	give	O
122	reason	O
122	for	O
122	your	O
122	choosed	O
122	internet	O
122	connection	O
123	why	O
123	do	O
123	people	O
123	use	OBJ
123	quora	OBJ
123	when	O
123	they	O
123	could	O
123	easily	ASP
123	find	ASP
123	the	ASP
123	answer	ASP
123	in	O
123	a	O
123	quick	OBJ
123	google	OBJ
123	search	OBJ
124	is	O
124	it	O
124	cheaper	PRED
124	to	O
124	buy	OBJ
124	a	OBJ
124	tour	OBJ
124	to	OBJ
124	the	OBJ
124	gal	OBJ
124	pagos	OBJ
124	islands	OBJ
124	at	OBJ
124	home	OBJ
124	or	O
124	when	OBJ
124	in	OBJ
124	ecuador	OBJ
125	what	O
125	is	O
125	the	O
125	property	OBJ
125	tax	OBJ
125	rate	OBJ
125	in	OBJ
125	granville	OBJ
125	ohio	OBJ
125	how	O
125	is	O
125	it	O
125	compared	PRED
125	to	PRED
125	the	O
125	one	OBJ
125	of	OBJ
125	alaska	OBJ
126	which	O
126	is	O
126	a	O
126	better	PRED
126	bike	O
126	for	O
126	commuting	O
126	as	O
126	well	O
126	as	O
126	occasional	O
126	long	O
126	rides	O
126	street	OBJ
126	220	OBJ
126	or	OBJ
126	the	OBJ
126	royal	OBJ
126	enfield	OBJ
127	how	O
127	does	O
127	gestalt	OBJ
127	theory	OBJ
127	differ	PRED
127	from	O
127	functionalism	OBJ
128	which	O
128	mp3	O
128	player	O
128	is	O
128	better	PRED
128	iriver	OBJ
128	h10	OBJ
128	or	O
128	the	O
128	philips	OBJ
128	gogear	OBJ
128	jukebox	OBJ
129	which	O
129	is	O
129	better	PRED
129	holiday	OBJ
129	inn	OBJ
129	or	O
129	white	OBJ
129	christmas	OBJ
130	what	O
130	is	O
130	better	PRED
130	to	O
130	stay	OBJ
130	at	OBJ
130	the	OBJ
130	airport	OBJ
130	for	O
130	my	ASP
130	8	ASP
130	hour	ASP
130	layover	ASP
130	in	ASP
130	tocumen	ASP
130	or	O
130	spend	OBJ
130	a	OBJ
130	few	OBJ
130	hours	OBJ
130	in	OBJ
130	panama	OBJ
130	city	OBJ
131	how	O
131	does	O
131	tim	OBJ
131	hortons	OBJ
131	coffee	OBJ
131	compare	PRED
131	to	O
131	starbucks	OBJ
131	coffee	OBJ
132	which	O
132	is	O
132	grammatically	ASP
132	correct	PRED
132	the	O
132	best	OBJ
132	is	OBJ
132	yet	OBJ
132	to	OBJ
132	come	OBJ
132	or	O
132	the	O
132	best	OBJ
132	is	OBJ
132	not	OBJ
132	yet	OBJ
132	to	OBJ
132	come	OBJ
133	do	O
133	you	O
133	believe	O
133	that	O
133	mind	OBJ
133	and	O
133	heart	OBJ
133	are	O
133	different	PRED
133	things	O
133	or	O
133	the	O
133	same	PRED
134	what	O
134	is	O
134	the	O
134	difference	PRED
134	between	O
134	a	O
134	processor	OBJ
134	and	O
134	a	O
134	developer	OBJ
135	which	O
135	is	O
135	more	PRED
135	computationally	ASP
135	efficient	ASP
135	multiplication	OBJ
135	or	O
135	0	OBJ
135	padding	OBJ
136	which	O
136	is	O
136	the	O
136	best	PRED
136	option	O
136	for	O
136	a	O
136	student	O
136	who	O
136	has	O
136	secured	O
136	6	O
136	5	O
136	to	O
136	7	O
136	cgpa	O
136	to	O
136	do	OBJ
136	preparation	OBJ
136	for	OBJ
136	gate	OBJ
136	or	O
136	go	OBJ
136	for	OBJ
136	campus	OBJ
136	placements	OBJ
137	what	O
137	is	O
137	the	O
137	difference	PRED
137	between	O
137	led	OBJ
137	and	O
137	dled	OBJ
137	tv	OBJ
138	what	O
138	is	O
138	correct	PRED
138	thanks	OBJ
138	to	OBJ
138	all	OBJ
138	or	O
138	thanks	OBJ
