sentence_id	words	labels
19	money	OBJ
19	from	OBJ
19	online	OBJ
20	do	O
20	employees	OBJ
20	at	OBJ
20	b	OBJ
20	g	OBJ
20	foods	OBJ
20	have	O
20	a	O
20	good	PRED
20	work	ASP
20	life	ASP
20	balance	ASP
20	does	O
20	this	O
20	differ	O
20	across	O
20	positions	O
20	and	O
20	departments	O
21	which	O
21	are	O
21	the	O
21	best	PRED
21	colleges	OBJ
21	in	OBJ
21	india	OBJ
21	for	OBJ
21	iit	OBJ
21	astronomy	OBJ
22	which	O
22	party	O
22	is	O
22	the	O
22	majority	PRED
22	party	OBJ
22	in	OBJ
22	the	OBJ
22	senate	OBJ
22	in	OBJ
22	nigeria	OBJ
23	what	O
23	are	O
23	the	O
23	easiest	PRED
23	things	OBJ
23	to	OBJ
23	do	OBJ
23	while	OBJ
23	being	OBJ
23	abroad	OBJ
23	to	O
23	make	ASP
23	money	ASP
24	what	O
24	is	O
24	the	O
24	best	PRED
24	way	OBJ
24	to	OBJ
24	clean	OBJ
24	paint	OBJ
24	brushes	OBJ
25	how	O
25	do	O
25	the	O
25	products	OBJ
25	differ	PRED
25	when	O
25	ethyl	ASP
25	bromide	ASP
25	reacts	ASP
25	separately	ASP
25	with	ASP
25	aqueous	ASP
25	koh	ASP
25	and	ASP
25	alchoholic	ASP
25	koh	ASP
25	name	O
25	the	O
25	product	O
26	who	O
26	is	O
26	currently	O
26	the	O
26	most	PRED
26	famous	ASP
26	person	OBJ
26	alive	OBJ
26	who	O
26	is	O
26	in	O
26	the	O
26	top	O
26	10	O
27	what	O
27	is	O
27	the	O
27	most	PRED
27	popular	ASP
27	food	OBJ
27	in	OBJ
27	romania	OBJ
28	what	O
28	are	O
28	the	O
28	best	PRED
28	security	OBJ
28	plugins	OBJ
29	what	O
29	is	O
29	a	O
29	good	PRED
29	book	OBJ
29	to	O
29	start	ASP
29	learning	ASP
29	about	ASP
29	logic	ASP
30	what	O
30	are	O
30	the	O
30	best	PRED
30	books	OBJ
30	for	O
30	the	O
30	jee	ASP
30	mains	ASP
31	what	O
31	are	O
31	the	O
31	best	PRED
31	scenes	OBJ
31	in	OBJ
31	movie	OBJ
31	history	OBJ
32	which	O
32	is	O
32	the	O
32	best	PRED
32	lms	OBJ
32	for	OBJ
32	pharma	OBJ
33	who	OBJ
33	will	O
33	be	O
33	the	O
33	winner	PRED
33	of	O
33	the	O
33	sankranti	ASP
33	in	ASP
33	2017	ASP
34	what	O
34	are	O
34	some	PRED
34	of	O
34	the	O
34	most	PRED
34	beautiful	ASP
34	natural	OBJ
34	phenomena	OBJ
35	who	O
35	is	O
35	the	O
35	most	PRED
35	handsome	ASP
35	man	OBJ
35	on	OBJ
35	game	OBJ
35	of	OBJ
35	thrones	OBJ
36	what	O
36	are	O
36	the	O
36	best	PRED
36	small	OBJ
36	classes	OBJ
36	for	OBJ
36	freshmen	OBJ
36	at	OBJ
36	western	OBJ
36	illinois	OBJ
36	university	OBJ
37	what	O
37	is	O
37	the	O
37	best	PRED
37	way	OBJ
37	to	OBJ
37	prepare	OBJ
37	for	OBJ
37	ca	OBJ
37	final	OBJ
37	law	OBJ
37	and	OBJ
37	audit	OBJ
38	who	O
38	became	O
38	the	O
38	first	PRED
38	high	OBJ
38	priest	OBJ
38	of	OBJ
38	israel	OBJ
39	what	O
39	is	O
39	the	O
39	best	PRED
39	programming	OBJ
39	language	OBJ
39	ever	O
39	and	O
39	why	O
40	what	O
40	are	O
40	the	O
40	most	PRED
40	common	ASP
40	jobs	OBJ
40	in	OBJ
40	indiana	OBJ
41	who	OBJ
41	has	O
41	the	O
41	most	PRED
41	record	ASP
41	sales	ASP
41	of	ASP
41	all	ASP
41	time	ASP
42	what	O
42	was	O
42	the	O
42	main	PRED
42	purpose	OBJ
42	of	OBJ
42	the	OBJ
42	house	OBJ
42	committee	OBJ
42	on	OBJ
42	un	OBJ
42	american	OBJ
42	activities	OBJ
42	huac	OBJ
43	what	O
43	s	O
43	the	O
43	kindest	PRED
43	thing	OBJ
43	a	OBJ
43	stranger	OBJ
43	has	OBJ
43	done	OBJ
43	for	OBJ
43	you	OBJ
44	what	O
44	are	O
44	the	O
44	best	PRED
44	strategies	OBJ
44	for	O
44	preparing	ASP
44	for	ASP
44	the	ASP
44	gmat	ASP
45	what	O
45	are	O
45	the	O
45	best	PRED
45	tools	OBJ
45	for	O
45	augmented	ASP
45	reality	ASP
45	development	ASP
46	who	O
46	are	O
46	some	PRED
46	of	O
46	the	O
46	most	PRED
46	influential	ASP
46	iitians	OBJ
46	students	OBJ
46	alumni	OBJ
47	what	O
47	is	O
47	the	O
47	coldest	PRED
47	temperature	OBJ
47	recorded	OBJ
47	in	OBJ
47	new	OBJ
47	york	OBJ
47	state	OBJ
48	what	O
48	are	O
48	the	O
48	best	PRED
48	books	OBJ
48	about	OBJ
48	churchill	OBJ
49	which	O
49	team	OBJ
49	has	O
49	won	O
49	the	O
49	most	PRED
49	nba	ASP
49	titles	ASP
50	who	OBJ
50	has	O
50	the	O
50	record	O
50	for	O
50	most	PRED
50	superbowl	ASP
50	rings	ASP
51	who	OBJ
51	holds	O
51	the	O
51	record	O
51	for	O
51	the	O
51	farthest	PRED
51	home	ASP
51	run	ASP
52	is	O
52	usa	O
52	the	O
52	most	PRED
52	powerful	ASP
52	country	OBJ
52	of	OBJ
52	the	OBJ
52	world	OBJ
53	who	O
53	is	O
53	the	O
53	longest	PRED
53	serving	ASP
53	member	OBJ
53	of	OBJ
53	the	OBJ
53	house	OBJ
53	in	OBJ
53	history	OBJ
54	which	O
54	is	O
54	osho	OBJ
54	s	OBJ
54	best	PRED
54	quote	OBJ
55	what	O
55	is	O
55	the	O
55	largest	PRED
55	district	OBJ
55	in	OBJ
55	sri	OBJ
55	lanka	OBJ
56	who	OBJ
56	holds	O
56	the	O
56	record	O
56	for	O
56	most	PRED
56	home	ASP
56	runs	ASP
56	in	ASP
56	major	ASP
56	league	ASP
56	baseball	ASP
57	what	O
57	is	O
57	the	O
57	best	PRED
57	way	OBJ
57	to	OBJ
57	decide	OBJ
57	my	OBJ
57	career	OBJ
58	what	O
58	are	O
58	the	O
58	good	PRED
58	programing	OBJ
58	sites	OBJ
58	for	OBJ
58	beginers	OBJ
59	what	O
59	are	O
59	the	O
59	best	PRED
59	websites	OBJ
59	in	OBJ
59	online	OBJ
59	jobs	OBJ
60	what	O
60	is	O
60	the	O
60	best	PRED
60	time	OBJ
60	of	OBJ
60	year	OBJ
60	to	O
60	cruise	ASP
60	the	ASP
60	western	ASP
60	caribbean	ASP
61	what	O
61	is	O
61	the	O
61	most	PRED
61	popular	ASP
61	mobile	OBJ
61	game	OBJ
61	in	OBJ
61	america	OBJ
62	who	OBJ
62	invented	ASP
62	the	O
62	first	PRED
62	radio	ASP
62	and	O
62	what	O
62	year	O
63	when	O
63	is	O
63	the	O
63	best	PRED
63	time	OBJ
63	to	O
63	plant	ASP
63	grass	ASP
63	seed	ASP
63	in	ASP
63	the	ASP
63	northwest	ASP
64	where	OBJ
64	does	O
64	most	PRED
64	of	O
64	the	O
64	wood	ASP
64	come	ASP
64	from	ASP
65	do	O
65	employees	OBJ
65	at	OBJ
65	s	OBJ
65	t	OBJ
65	bank	OBJ
65	have	O
65	a	O
65	good	PRED
65	work	ASP
65	life	ASP
65	balance	ASP
65	does	O
65	this	O
65	differ	O
65	across	O
65	positions	O
65	and	O
65	departments	O
66	where	OBJ
66	are	O
66	most	PRED
66	of	O
66	the	O
66	world	ASP
66	s	ASP
66	earthquakes	ASP
66	located	ASP
67	what	O
67	is	O
67	the	O
67	fastest	PRED
67	way	OBJ
67	of	OBJ
67	treating	OBJ
67	sciatic	OBJ
67	problems	OBJ
68	what	O
68	are	O
68	some	PRED
68	lesser	ASP
68	known	ASP
68	sights	OBJ
68	to	OBJ
68	see	OBJ
68	when	O
68	visiting	O
68	bhatpara	O
68	india	O
69	what	O
69	s	O
69	so	O
69	special	ASP
69	about	O
69	prisma	OBJ
69	app	OBJ
70	what	O
70	do	O
70	the	O
70	different	PRED
70	pedals	OBJ
70	on	OBJ
70	a	OBJ
70	piano	OBJ
70	do	O
71	what	O
71	s	O
71	the	O
71	record	OBJ
71	for	O
71	most	PRED
71	points	ASP
71	scored	ASP
71	in	ASP
71	nba	ASP
71	game	ASP
72	what	O
72	are	O
72	some	PRED
72	good	PRED
72	automotive	OBJ
72	hacks	OBJ
72	and	OBJ
72	tips	OBJ
73	what	O
73	are	O
73	the	O
73	benefits	PRED
73	of	O
73	a	O
73	immune	OBJ
73	booster	OBJ
73	juice	OBJ
74	what	O
74	is	O
74	the	O
74	worst	PRED
74	thing	OBJ
74	that	OBJ
74	could	OBJ
74	happen	OBJ
74	if	OBJ
74	donald	OBJ
74	trump	OBJ
74	becomes	OBJ
74	president	OBJ
75	what	O
75	are	O
75	some	PRED
75	of	O
75	the	O
75	best	PRED
75	real	OBJ
75	life	OBJ
75	examples	OBJ
75	of	OBJ
75	instant	OBJ
75	karma	OBJ
76	what	O
76	are	O
76	the	O
76	best	PRED
76	true	OBJ
76	scary	OBJ
76	stories	OBJ
77	what	O
77	is	O
77	longest	PRED
77	bike	OBJ
77	marathon	OBJ
78	where	O
78	can	O
78	i	O
78	get	O
78	best	PRED
78	quality	OBJ
78	pest	OBJ
78	control	OBJ
78	service	OBJ
78	in	OBJ
78	australia	OBJ
79	what	O
79	are	O
79	the	O
79	books	OBJ
79	that	O
79	have	ASP
79	influenced	ASP
79	you	ASP
79	the	O
79	most	PRED
80	what	O
80	s	O
80	the	O
80	best	PRED
80	mistake	OBJ
80	you	OBJ
80	ve	OBJ
80	ever	OBJ
80	made	OBJ
81	what	O
81	are	O
81	the	O
81	best	PRED
81	topics	OBJ
81	to	OBJ
81	write	OBJ
81	an	OBJ
81	article	OBJ
81	for	OBJ
81	your	OBJ
81	college	OBJ
81	annual	OBJ
81	magazine	OBJ
82	what	O
82	are	O
82	good	PRED
82	business	OBJ
82	books	OBJ
82	to	O
82	read	ASP
83	what	O
83	are	O
83	the	O
83	highest	PRED
83	grossing	ASP
83	malayalam	OBJ
83	movies	OBJ
83	of	O
83	all	ASP
83	time	ASP
83	wiki	O
84	what	O
84	is	O
84	the	O
84	fastest	PRED
84	way	OBJ
84	to	OBJ
84	create	OBJ
84	a	OBJ
84	yahoo	OBJ
84	account	OBJ
85	what	O
85	is	O
85	the	O
85	most	PRED
85	important	ASP
85	life	OBJ
85	lesson	OBJ
85	you	OBJ
85	ve	OBJ
85	learned	OBJ
85	so	OBJ
85	far	OBJ
86	which	O
86	is	O
86	the	O
86	best	PRED
86	internet	OBJ
86	service	OBJ
86	provider	OBJ
86	in	OBJ
86	dhanbad	OBJ
87	who	O
87	was	O
87	the	O
87	oldest	PRED
87	person	OBJ
87	to	O
87	die	ASP
87	on	ASP
87	the	ASP
87	titanic	ASP
88	who	OBJ
88	will	O
88	win	PRED
88	fifa	ASP
88	world	ASP
88	cup	ASP
88	2018	ASP
89	what	O
89	are	O
89	the	O
89	countries	OBJ
89	with	O
89	the	O
89	largest	PRED
89	reserves	ASP
89	of	ASP
89	natural	ASP
89	gas	ASP
89	are	O
90	what	O
90	is	O
90	the	O
90	best	PRED
90	way	OBJ
90	to	OBJ
90	learn	OBJ
90	how	OBJ
90	to	OBJ
90	hack	OBJ
90	whitehat	O
91	what	O
91	are	O
91	the	O
91	main	PRED
91	reasons	OBJ
91	why	OBJ
91	students	OBJ
91	from	OBJ
91	the	OBJ
91	university	OBJ
91	of	OBJ
91	nebraska	OBJ
91	at	OBJ
91	omaha	OBJ
91	don	OBJ
91	t	OBJ
91	graduate	OBJ
91	on	OBJ
91	time	OBJ
92	what	O
92	are	O
92	the	O
92	top	PRED
92	most	PRED
92	seo	OBJ
92	company	OBJ
92	in	OBJ
92	delhi	OBJ
93	what	O
93	are	O
93	the	O
93	most	PRED
93	rushing	OBJ
93	yards	OBJ
93	in	OBJ
93	a	OBJ
93	game	OBJ
93	by	OBJ
93	a	OBJ
93	player	OBJ
94	what	O
94	are	O
94	some	PRED
94	of	O
94	the	O
94	most	PRED
94	awesome	ASP
94	pictures	OBJ
94	of	OBJ
94	actress	OBJ
94	without	OBJ
94	makeup	OBJ
95	graphic	OBJ
95	era	OBJ
95	university	OBJ
95	is	O
95	best	PRED
95	for	O
95	mba	ASP
95	or	ASP
95	jss	ASP
95	noida	ASP
96	who	O
96	became	O
96	the	O
96	first	PRED
96	spokesperson	OBJ
96	for	OBJ
96	non	OBJ
96	violent	OBJ
96	protests	OBJ
97	what	O
97	are	O
97	some	PRED
97	of	O
97	the	O
97	best	PRED
97	quotes	OBJ
97	from	OBJ
97	mahatma	OBJ
97	gandhi	OBJ
98	how	O
98	many	O
98	types	O
98	of	O
98	linux	OBJ
98	filesystem	OBJ
98	are	O
98	there	O
98	e	O
98	g	O
98	ext3	O
98	ext4	O
98	what	O
98	is	O
98	the	O
98	best	PRED
98	one	O
99	what	O
99	is	O
99	the	O
99	best	PRED
99	early	OBJ
99	morning	OBJ
99	habit	OBJ
99	for	O
99	success	ASP
100	what	O
100	are	O
100	some	PRED
100	of	O
100	the	O
100	most	PRED
100	powerful	ASP
100	beautiful	ASP
100	greatest	PRED
100	single	OBJ
100	images	OBJ
100	in	OBJ
100	comics	OBJ
100	and	O
100	why	O
101	who	OBJ
101	will	O
101	win	PRED
101	the	O
101	us	ASP
101	election	ASP
101	in	ASP
101	2016	ASP
102	when	O
102	is	O
102	the	O
102	best	PRED
102	time	OBJ
102	of	OBJ
102	year	OBJ
102	to	O
102	grow	ASP
102	beans	ASP
103	what	O
103	is	O
103	the	O
103	most	PRED
103	under	O
103	rated	ASP
103	pleasure	OBJ
104	what	O
104	are	O
104	the	O
104	best	PRED
104	thing	OBJ
104	about	OBJ
104	indians	OBJ
105	who	O
105	is	O
105	the	O
105	richest	PRED
105	man	OBJ
105	in	OBJ
105	india	OBJ
106	what	O
106	are	O
106	longest	PRED
106	winning	OBJ
106	streaks	OBJ
106	in	OBJ
106	major	OBJ
106	league	OBJ
106	baseball	OBJ
106	history	OBJ
107	what	O
107	is	O
107	the	O
107	best	PRED
107	way	OBJ
107	to	OBJ
107	spend	OBJ
107	a	OBJ
107	weekend	OBJ
107	in	OBJ
107	mumbai	OBJ
108	what	O
108	movie	OBJ
108	holds	O
108	the	O
108	record	O
108	for	O
108	most	PRED
108	money	ASP
108	made	ASP
108	in	ASP
108	an	ASP
108	opening	ASP
108	weekend	ASP
109	what	O
109	s	O
109	the	O
109	craziest	PRED
109	thing	OBJ
109	you	OBJ
109	have	OBJ
109	done	OBJ
109	in	OBJ
109	your	OBJ
109	life	OBJ
110	who	OBJ
110	won	O
110	the	O
110	first	PRED
110	men	ASP
110	s	ASP
110	ncaa	ASP
110	tournament	ASP
111	what	O
111	are	O
111	the	O
111	best	PRED
111	gmat	OBJ
111	coaching	OBJ
111	institutes	OBJ
111	in	OBJ
111	delhi	OBJ
111	ncr	OBJ
112	what	O
112	is	O
112	the	O
112	best	PRED
112	way	OBJ
112	to	OBJ
112	control	OBJ
112	our	OBJ
112	emotions	OBJ
113	what	O
113	will	O
113	be	O
113	the	O
113	best	PRED
113	answer	OBJ
113	for	O
113	why	ASP
113	do	ASP
113	you	ASP
113	want	ASP
113	to	ASP
113	leave	ASP
113	your	ASP
113	current	ASP
113	organization	ASP
114	who	OBJ
114	has	O
114	the	O
114	most	PRED
114	money	ASP
114	on	ASP
114	shark	ASP
114	tank	ASP
114	australia	ASP
115	why	O
115	does	O
115	a	O
115	submarine	OBJ
115	implode	O
115	at	O
115	a	O
115	certain	O
115	depth	O
115	but	O
115	some	OBJ
115	marine	OBJ
115	life	OBJ
115	can	O
115	live	O
115	on	O
115	the	O
115	ocean	O
115	floor	O
115	in	O
115	the	O
115	deepest	PRED
115	oceans	ASP
115	without	O
115	being	O
115	crushed	O
116	what	O
116	is	O
116	a	O
116	suitable	ASP
116	solar	OBJ
116	panel	OBJ
116	installation	OBJ
116	provider	OBJ
116	in	OBJ
116	boulder	OBJ
116	creek	OBJ
116	california	OBJ
116	ca	OBJ
117	who	OBJ
117	hit	O
117	the	O
117	most	PRED
117	home	ASP
117	runs	ASP
117	in	ASP
117	major	ASP
117	league	ASP
117	baseball	ASP
117	in	ASP
117	2002	ASP
118	who	OBJ
118	has	O
118	won	O
118	the	O
118	most	PRED
118	wimbledon	ASP
118	women	ASP
118	s	ASP
118	titles	ASP
119	which	O
119	is	O
119	the	O
119	best	PRED
119	book	OBJ
119	for	OBJ
119	data	OBJ
119	structures	OBJ
119	and	OBJ
119	algorithms	OBJ
119	for	OBJ
119	beginers	OBJ
120	who	O
120	has	O
120	the	O
120	best	PRED
120	customer	OBJ
120	service	OBJ
121	what	O
121	is	O
121	the	O
121	best	PRED
121	joke	OBJ
121	you	OBJ
121	ve	OBJ
121	ever	OBJ
121	heard	OBJ
121	please	O
121	keep	O
121	it	O
121	clean	O
122	where	OBJ
122	are	O
122	most	PRED
122	nitrogen	ASP
122	compounds	ASP
122	excreted	ASP
122	from	ASP
122	humans	ASP
123	where	O
123	can	O
123	i	O
123	get	O
123	the	O
123	best	PRED
123	quality	ASP
123	photo	OBJ
123	booth	OBJ
123	service	OBJ
123	in	OBJ
123	australia	OBJ
124	what	O
124	are	O
124	some	PRED
124	good	PRED
124	topics	OBJ
124	to	OBJ
124	discuss	OBJ
124	in	OBJ
124	school	OBJ
124	for	OBJ
124	free	OBJ
124	period	OBJ
125	who	O
125	was	O
125	the	O
125	last	PRED
125	governor	OBJ
125	in	OBJ
125	the	OBJ
125	united	OBJ
125	states	OBJ
125	to	O
125	be	ASP
125	impeached	ASP
126	what	O
126	are	O
126	some	PRED
126	good	PRED
126	analogies	OBJ
126	for	OBJ
126	understanding	OBJ
126	different	OBJ
126	sorting	OBJ
126	algorithms	OBJ
127	are	O
127	split	OBJ
127	genes	OBJ
127	primarily	PRED
127	found	ASP
127	in	ASP
127	prokaryotes	ASP
128	what	O
128	is	O
128	the	O
128	highest	PRED
128	price	OBJ
128	paid	OBJ
128	for	OBJ
128	a	OBJ
128	comic	OBJ
128	book	OBJ
129	who	O
129	is	O
129	the	O
129	best	PRED
129	politician	OBJ
129	in	OBJ
129	the	OBJ
129	world	OBJ
129	why	O
130	i	O
130	want	O
130	to	O
130	buy	O
130	a	O
130	smartphone	OBJ
130	under	OBJ
130	rs	OBJ
130	14000	OBJ
130	which	O
130	has	O
130	good	O
130	performance	ASP
130	and	O
130	camera	ASP
130	quality	ASP
130	so	O
130	which	O
130	smartphone	O
130	should	O
130	i	O
130	buy	O
131	what	O
131	is	O
131	the	O
131	highest	PRED
131	score	OBJ
131	in	OBJ
131	a	OBJ
131	soccer	OBJ
131	world	OBJ
131	cup	OBJ
131	final	OBJ
132	what	O
132	is	O
132	the	O
132	primary	PRED
132	function	OBJ
132	of	OBJ
132	the	OBJ
132	cabin	OBJ
132	pressurization	OBJ
132	system	OBJ
132	outflow	OBJ
132	valve	OBJ
133	where	O
133	s	O
133	the	O
133	best	PRED
133	place	OBJ
133	to	OBJ
133	see	OBJ
133	fall	OBJ
133	foliage	OBJ
133	in	OBJ
133	the	OBJ
133	bay	OBJ
133	area	OBJ
134	who	O
134	was	O
134	the	O
134	first	PRED
134	woman	OBJ
134	elected	OBJ
134	to	OBJ
134	the	OBJ
134	us	OBJ
134	senate	OBJ
135	who	OBJ
135	has	O
135	the	O
135	most	PRED
135	pga	ASP
135	tour	ASP
135	wins	ASP
135	in	ASP
135	a	ASP
135	season	ASP
136	who	OBJ
136	has	O
136	scored	ASP
136	the	O
136	most	PRED
136	runs	ASP
136	in	ASP
136	mlb	ASP
136	history	ASP
137	which	O
137	two	OBJ
137	states	OBJ
137	in	OBJ
137	india	OBJ
137	has	O
137	most	PRED
137	beautiful	ASP
137	women	ASP
137	and	O
137	why	O
138	who	OBJ
138	has	O
138	the	O
138	fastest	PRED
138	slapshot	ASP
138	in	ASP
138	the	ASP
138	nhl	ASP
139	is	O
139	cuba	OBJ
139	health	OBJ
139	care	OBJ
139	better	PRED
140	which	O
140	is	O
140	the	O
140	best	PRED
140	honeymoon	OBJ
140	destination	OBJ
140	in	OBJ
140	asia	OBJ
140	apart	OBJ
140	from	OBJ
140	india	OBJ
141	what	O
141	is	O
141	a	O
141	good	PRED
141	laptop	OBJ
141	cooling	OBJ
141	pad	OBJ
142	how	PRED
142	much	PRED
142	protein	OBJ
142	should	O
142	i	O
142	take	O
142	per	ASP
142	day	ASP
142	for	ASP
142	working	ASP
142	out	ASP
143	what	O
143	is	O
143	the	O
143	best	PRED
143	certification	OBJ
143	course	OBJ
143	to	OBJ
143	learn	OBJ
143	digital	OBJ
143	marketing	OBJ
144	what	O
144	is	O
144	the	O
144	best	PRED
144	city	OBJ
144	for	O
144	holidays	ASP
144	in	ASP
144	india	ASP
145	what	O
145	are	O
145	some	PRED
145	interesting	ASP
145	things	OBJ
145	about	OBJ
145	indian	OBJ
145	railways	OBJ
146	who	OBJ
146	has	O
146	the	O
146	fastest	PRED
146	time	ASP
146	in	ASP
146	the	ASP
146	nfl	ASP
146	combine	ASP
147	which	O
147	sql	OBJ
147	iso	OBJ
147	install	ASP
147	per	ASP
147	core	ASP
148	what	O
148	are	O
148	some	O
148	best	PRED
148	revenge	OBJ
148	movies	OBJ
149	what	O
149	are	O
149	the	O
149	downsides	PRED
149	of	O
149	attending	OBJ
149	cole	OBJ
149	normale	OBJ
149	sup	OBJ
149	rieure	OBJ
150	what	O
150	was	O
150	the	O
150	worst	PRED
150	thing	OBJ
150	that	OBJ
150	happened	OBJ
150	to	OBJ
150	you	OBJ
150	for	OBJ
150	being	OBJ
150	nice	OBJ
151	what	O
151	are	O
151	some	PRED
151	of	O
151	the	O
151	best	PRED
151	hindi	OBJ
151	short	OBJ
151	films	OBJ
152	what	O
152	phrases	OBJ
152	does	O
152	donald	ASP
152	trump	ASP
152	repeat	ASP
152	the	O
152	most	PRED
153	who	O
153	holds	O
153	the	O
153	highest	PRED
153	rank	OBJ
153	in	OBJ
153	the	OBJ
153	executive	OBJ
153	office	OBJ
153	of	OBJ
153	the	OBJ
153	president	OBJ
154	what	O
154	are	O
154	the	O
154	most	PRED
154	iconic	ASP
154	images	OBJ
155	what	O
155	is	O
155	the	O
155	highest	PRED
155	exporter	OBJ
155	of	O
155	natural	ASP
155	gas	ASP
155	in	ASP
155	the	ASP
155	middle	ASP
155	east	ASP
156	what	O
156	is	O
156	the	O
156	best	PRED
156	question	OBJ
156	you	OBJ
156	have	OBJ
156	asked	OBJ
156	on	OBJ
156	quora	OBJ
157	what	O
157	is	O
157	the	O
157	best	PRED
157	way	OBJ
157	to	OBJ
157	use	OBJ
157	tinder	OBJ
158	who	O
158	is	O
158	considered	O
158	to	O
158	be	O
158	the	O
158	first	PRED
158	pope	OBJ
158	of	OBJ
158	the	OBJ
158	christian	OBJ
158	church	OBJ
159	where	O
159	is	O
159	the	O
159	best	PRED
159	collage	OBJ
159	for	OBJ
159	engineering	OBJ
160	which	O
160	agar	OBJ
160	will	O
160	grow	ASP
160	most	PRED
160	types	ASP
160	of	ASP
160	neisseria	ASP
161	what	O
161	what	O
161	is	O
161	the	O
161	longest	PRED
161	dictionary	OBJ
161	word	OBJ
161	ever	OBJ
162	what	O
162	photograph	OBJ
162	can	O
162	be	O
162	considered	O
162	the	O
162	rarest	PRED
162	in	ASP
162	the	ASP
162	world	ASP
163	what	O
163	are	O
163	the	O
163	benefits	PRED
163	of	O
163	devops	OBJ
164	which	O
164	are	O
164	best	PRED
164	furniture	OBJ
164	stores	OBJ
164	in	OBJ
164	india	OBJ
165	what	O
165	is	O
165	the	O
165	best	PRED
165	online	OBJ
165	source	OBJ
165	for	O
165	learning	ASP
165	about	ASP
165	options	ASP
165	trading	ASP
166	which	O
166	books	OBJ
166	should	O
166	one	O
166	definitely	O
166	read	O
166	in	O
166	one	ASP
166	s	ASP
166	life	ASP
166	time	ASP
167	what	O
167	are	O
167	the	O
167	biggest	PRED
167	mistakes	OBJ
167	people	OBJ
167	make	OBJ
167	when	OBJ
167	visiting	OBJ
167	bangladesh	OBJ
168	who	OBJ
168	had	O
168	the	O
168	most	PRED
168	rbi	ASP
168	in	ASP
168	2011	ASP
168	regular	ASP
168	season	ASP
